task_id,episode,split,state_id,site_id,action_chunk_mse,first_action_mse,next_obs_l1_01,local_hook_output_mse,d_a,d_o,C_r,max_object_position_delta_m
0,0,CAL,task0/episode0/replan1,video_d00_self_attn_q,3.5991737945550994e-07,5.833624641127244e-07,0.0002850301971193403,0.00807569735121491,1.4956239614872253e-06,0.0028252147259000566,0.002826710349861544,0.0
0,0,CAL,task0/episode0/replan1,video_d10_self_attn_q,6.143401947156235e-07,1.423133255684661e-07,0.00029065500712022185,0.008714650868436761,2.5528689865197005e-06,0.002880967752089864,0.0028835206210763836,0.0
0,0,CAL,task0/episode0/replan1,video_d20_self_attn_q,4.913093221148301e-07,1.2355208411918284e-07,0.00017176609253510833,0.012897291411128482,2.041618539701046e-06,0.0017025427444002288,0.0017045843629399297,0.0
0,0,CAL,task0/episode0/replan1,video_d29_self_attn_q,4.2415376810822636e-07,1.915863556689601e-08,0.00011649537191260606,0.01366704203272648,1.762556006318599e-06,0.0011547002512470501,0.0011564628072533688,0.0
0,0,CAL,task0/episode0/replan1,action_d00_self_attn_q,3.276488484971196e-07,2.432935559681937e-07,0.00011263579654041678,0.006905230023089121,1.361533220505581e-06,0.0011164442022829999,0.0011178057355035055,0.0
0,0,CAL,task0/episode0/replan1,action_d10_self_attn_q,2.118628259495381e-07,1.1974147184901085e-07,0.00014100916450843215,0.01089564263750619,8.803884922642231e-07,0.0013976805688742041,0.0013985609573664683,0.0
0,0,CAL,task0/episode0/replan1,action_d20_self_attn_q,2.700575691960694e-07,1.4967683625854988e-07,9.267968562198803e-05,0.009585540004437938,1.1222146929433374e-06,0.0009186395520801524,0.0009197617667730957,0.0
0,0,CAL,task0/episode0/replan1,action_d29_self_attn_q,3.0259207051130943e-07,2.9935353751398e-08,7.691227801842615e-05,0.0071721420129658865,1.257410664351341e-06,0.0007623532617114155,0.0007636106723757668,0.0
0,1,CAL,task0/episode1/replan8,video_d00_self_attn_q,1.549653461552225e-06,4.994763358467935e-08,8.779289055382833e-05,0.007691507994287401,6.439530240538511e-06,0.000870201718024135,0.0008766412482646735,8.800872280945171e-09
0,1,CAL,task0/episode1/replan8,video_d10_self_attn_q,9.571213013259694e-07,3.1078448614607623e-07,6.001790097798221e-05,0.008655595178690387,3.977283771288138e-06,0.0005948964684244022,0.0005988737521956903,2.5439650386260837e-12
0,1,CAL,task0/episode1/replan8,video_d20_self_attn_q,1.0773945859909873e-06,1.1543078244358185e-06,0.00013667087478097528,0.012455674272010123,4.477075158811314e-06,0.0013546795109262973,0.0013591565860851086,1.0826520235873716e-09
0,1,CAL,task0/episode1/replan8,video_d29_self_attn_q,1.2268925502212369e-06,7.061308906486374e-07,0.00012940051965415478,0.012938401937595751,5.098308670331588e-06,0.0012826158679354596,0.001287714176605791,1.2735588972301315e-09
0,1,CAL,task0/episode1/replan8,action_d00_self_attn_q,8.489904530506465e-07,1.5107421802440513e-07,4.1158840758726e-05,0.0069113793733578816,3.527949849427598e-06,0.0004079657670932368,0.0004114937169426644,1.0651216020285403e-10
0,1,CAL,task0/episode1/replan8,action_d10_self_attn_q,6.561261329807166e-07,1.5053046809043735e-07,3.287122308393009e-05,0.010590388247430783,2.726508977500532e-06,0.00032581903410108446,0.000328545543078585,1.5269252529037658e-10
0,1,CAL,task0/episode1/replan8,action_d20_self_attn_q,7.969113653416571e-07,1.915863556689601e-08,3.0028897526790388e-05,0.009853159885985181,3.311537039388266e-06,0.000297645948929793,0.00030095748596918126,1.285627160285685e-11
0,1,CAL,task0/episode1/replan8,action_d29_self_attn_q,1.3066098745184718e-06,5.167394192540087e-07,6.162356294225901e-05,0.00778299909435401,5.429571196595148e-06,0.000610811763969011,0.0006162413351656062,1.0448293535914033e-08
0,1,CAL,task0/episode1/replan9,video_d00_self_attn_q,9.489592116551648e-07,3.4076387578352296e-07,4.823971539735794e-05,0.007740276515524736,3.943366495868068e-06,0.00047815128253509445,0.0004820946490309625,1.9391294125981062e-11
0,1,CAL,task0/episode1/replan9,video_d10_self_attn_q,8.600360956734221e-07,6.122741638137086e-07,4.596585495164618e-05,0.008622890807609678,3.5738496273200685e-06,0.0004556128143980613,0.0004591866640253814,2.0098644970545365e-11
0,1,CAL,task0/episode1/replan9,video_d20_self_attn_q,8.507218467457278e-07,7.74856744101271e-07,5.2577997848857194e-05,0.012491494555707756,3.5351445947912398e-06,0.0005211522683638266,0.0005246874129586178,3.930303305033078e-11
0,1,CAL,task0/episode1/replan9,video_d29_self_attn_q,6.847089366601722e-07,1.553202366721962e-07,1.8938850189442746e-05,0.013219821381034032,2.8452838089192055e-06,0.00018772157823132674,0.00019056686204024594,3.5906000395158344e-12
0,1,CAL,task0/episode1/replan9,action_d00_self_attn_q,6.515159043374297e-07,1.3835656886840297e-07,2.8303555154707283e-05,0.006906967581505393,2.7073513351625434e-06,0.00028054438310942616,0.0002832517344445887,7.004424817935728e-12
0,1,CAL,task0/episode1/replan9,action_d10_self_attn_q,6.090846227380098e-07,1.3191547054702824e-07,2.5441288016736507e-05,0.010598616418861097,2.531029642743273e-06,0.00025217363730992387,0.00025470466695266716,1.9482637725332097e-11
0,1,CAL,task0/episode1/replan9,action_d20_self_attn_q,4.1284621943304955e-07,1.3835656886840297e-07,1.5976849681464955e-05,0.009773432533365234,1.715567887073393e-06,0.00015836227687365847,0.00016007784476073186,7.77655995154447e-11
0,1,CAL,task0/episode1/replan9,action_d29_self_attn_q,1.8039684164250502e-06,7.198415801212832e-07,3.2751544495113194e-05,0.00800808845088657,7.496327055540206e-06,0.00032463278185512024,0.00033212910891066046,4.112810092493646e-10
0,1,CAL,task0/episode1/replan0,video_d00_self_attn_q,1.9436470211076085e-06,1.3347740832614363e-06,0.0002091551141347736,0.008151604886382668,8.07675656518593e-06,0.002073142124669198,0.002081218881234384,0.0
0,1,CAL,task0/episode1/replan0,video_d10_self_attn_q,1.391910473103053e-06,3.372340643181815e-06,0.00031944725196808577,0.008734005300590137,5.784034822011916e-06,0.003166356019571736,0.003172140054393748,0.0
0,1,CAL,task0/episode1/replan0,video_d20_self_attn_q,1.7237028941963217e-06,1.7263286054003402e-06,0.00024832930648699403,0.012894782061444482,7.162786512129434e-06,0.002461436088702754,0.0024685988752148834,0.0
0,1,CAL,task0/episode1/replan0,video_d29_self_attn_q,4.477599588881276e-07,5.855358153894485e-07,0.0003067714860662818,0.01326361140361449,1.8606506985595535e-06,0.003040714031986666,0.0030425746826852253,0.0
0,1,CAL,task0/episode1/replan0,action_d00_self_attn_q,2.524081423871394e-07,5.987073450341995e-07,0.0002122667065123096,0.006916924392018092,1.0488731230478117e-06,0.0021039841782300437,0.0021050330513530916,0.0
0,1,CAL,task0/episode1/replan0,action_d10_self_attn_q,2.8687423991868855e-07,1.1974147184901085e-07,0.0001574746856931597,0.010794456378507606,1.1920957743271801e-06,0.0015608865498223721,0.0015620786455966993,0.0
0,1,CAL,task0/episode1/replan0,action_d20_self_attn_q,1.8875731200296286e-07,4.789658873960434e-07,0.00017671272507868707,0.009513325298209722,7.843743449250367e-07,0.0017515736865494347,0.0017523580608943597,0.0
0,1,CAL,task0/episode1/replan0,action_d29_self_attn_q,3.372144590230164e-07,2.9935364409539034e-08,6.493462569778785e-05,0.007192551642933592,1.401282777280052e-06,0.0006436309647057759,0.000645032247483056,0.0
0,1,CAL,task0/episode1/replan1,video_d00_self_attn_q,9.115350962929369e-07,4.789658873960434e-07,0.00021994597045704722,0.008117117102937473,3.7878519059422175e-06,0.0021801009188421347,0.002183888770748077,0.0
0,1,CAL,task0/episode1/replan1,video_d10_self_attn_q,7.287165431080211e-07,2.993536796225271e-08,3.329008904984221e-05,0.008543993745049138,3.0281558635854033e-06,0.00032997082681299065,0.00033299898267657606,0.0
0,1,CAL,task0/episode1/replan1,video_d20_self_attn_q,4.157072908128612e-07,7.675428719267074e-07,0.00021035187819506973,0.012923180381034101,1.727456968166518e-06,0.0020850044307713154,0.002086731887739482,0.0
0,1,CAL,task0/episode1/replan1,video_d29_self_attn_q,4.5098721557224053e-07,1.3890010563955002e-07,0.00011088053724961355,0.013919533203121101,1.8740614497545393e-06,0.0010990461004458326,0.0011009201618955872,0.0
0,1,CAL,task0/episode1/replan1,action_d00_self_attn_q,2.4410465471191856e-07,1.4967683625854988e-07,0.00015183990763034672,0.006894159378806551,1.0143682732132145e-06,0.0015050347203631501,0.0015060490886363634,0.0
0,1,CAL,task0/episode1/replan1,action_d10_self_attn_q,2.159163159376476e-07,0.0,0.0,0.010779803359560124,8.972326267793071e-07,0.0,8.972326267793071e-07,0.0
0,1,CAL,task0/episode1/replan1,action_d20_self_attn_q,2.011601907270233e-07,1.1974147184901085e-07,8.603762398706749e-05,0.009744734535331728,8.359140695117953e-07,0.0008528035440677928,0.0008536394581373047,0.0
0,1,CAL,task0/episode1/replan1,action_d29_self_attn_q,2.9759979724985897e-07,1.1974147184901085e-07,8.603762398706749e-05,0.007251559000319224,1.2366654490927366e-06,0.0008528035440677928,0.0008540402095168855,0.0
0,2,CHECK,task0/episode2/replan8,video_d00_self_attn_q,1.8251270148539334e-06,6.853341005808034e-07,4.641464329324663e-05,0.0076931905238897995,7.584250864192062e-06,0.00046006119721614906,0.0004676454480803411,0.0
0,2,CHECK,task0/episode2/replan8,video_d10_self_attn_q,8.960272452895879e-07,5.220650223236589e-07,6.929285154910758e-05,0.008813486173977043,3.723409578686805e-06,0.0006868296291925127,0.0006905530387711995,0.0
0,2,CHECK,task0/episode2/replan8,video_d20_self_attn_q,1.0756932624644833e-06,1.1010664593413821e-06,7.753060344839469e-05,0.012390201707882676,4.470005368971405e-06,0.0007684820934204788,0.0007729520987894503,0.0
0,2,CHECK,task0/episode2/replan8,video_d29_self_attn_q,6.07986805789551e-07,6.474037377302011e-07,5.772409713244997e-05,0.013028859273754575,2.526467703178349e-06,0.0005721603216293644,0.0005746867893325427,0.0
0,2,CHECK,task0/episode2/replan8,action_d00_self_attn_q,3.7062130786580383e-07,4.789658891724002e-09,1.5887091649346985e-05,0.0069178323894318805,1.540103758035806e-06,0.00015747259670408217,0.00015901270046211798,0.0
0,2,CHECK,task0/episode2/replan8,action_d10_self_attn_q,3.941815407415561e-07,4.837555707126739e-07,6.449580541811883e-05,0.010560559344353442,1.6380074738288632e-06,0.000639281385157103,0.0006409193926309319,0.0
0,2,CHECK,task0/episode2/replan8,action_d20_self_attn_q,5.788637622572423e-07,1.3890010563955002e-07,4.308364077587612e-05,0.009852117624677397,2.40544792412725e-06,0.000427044353880967,0.00042944980180509426,0.0
0,2,CHECK,task0/episode2/replan8,action_d29_self_attn_q,1.131769408857508e-06,2.442725985929428e-07,3.8426216633524746e-05,0.007658023511430416,4.703027815234356e-06,0.00038088004074952615,0.00038558306856476053,0.0
0,2,CHECK,task0/episode2/replan9,video_d00_self_attn_q,7.039992055979383e-07,6.155353844405909e-07,2.1581712644547224e-05,0.007759375934441437,2.925443840342256e-06,0.0002139175883458737,0.00021684303218621594,2.5485943910830144e-10
0,2,CHECK,task0/episode2/replan9,video_d10_self_attn_q,1.0842804840649478e-06,3.598660924808428e-08,1.908844569697976e-05,0.008954773395910005,4.505689265113584e-06,0.00018920436649409145,0.00019371005575920502,5.98739946511273e-11
0,2,CHECK,task0/episode2/replan9,video_d20_self_attn_q,8.550969141651876e-07,4.789658891724002e-09,2.030516043305397e-05,0.012794337107199986,3.55332503296726e-06,0.00020126442337338837,0.00020481774840635562,9.435729975137974e-12
0,2,CHECK,task0/episode2/replan9,video_d29_self_attn_q,9.305773005507945e-07,6.474036808867822e-07,2.9879302019253373e-05,0.013313796658872593,3.86698111334718e-06,0.0002961631606670283,0.0003000301417803755,1.0977219133678773e-10
0,2,CHECK,task0/episode2/replan9,action_d00_self_attn_q,9.794530342333019e-07,1.9514425275701797e-06,3.023833232873585e-05,0.006906747756382584,4.070082498841299e-06,0.0002997218633155398,0.0003037919458143811,2.290881928601607e-10
0,2,CHECK,task0/episode2/replan9,action_d10_self_attn_q,7.624963700436638e-07,1.3670528176135122e-07,2.6578218239592388e-05,0.010550821340920008,3.168526741635997e-06,0.00026344287137844045,0.00026661139812007644,8.051512234708014e-11
0,2,CHECK,task0/episode2/replan9,action_d20_self_attn_q,8.359687058145937e-07,1.2174153241062413e-08,2.3596272512804717e-05,0.009724528103364249,3.473838438591773e-06,0.00023388587333297392,0.00023735971177156568,5.6938787018623316e-11
0,2,CHECK,task0/episode2/replan9,action_d29_self_attn_q,1.6969282796708285e-06,2.0572226731019327e-06,3.5334567655809224e-05,0.007889887217670517,7.051525546892101e-06,0.0003502356658466851,0.00035728719139357717,2.4025309519615234e-10
0,2,CHECK,task0/episode2/replan0,video_d00_self_attn_q,1.9957308268203633e-06,2.987206244142726e-06,0.00010261286661261693,0.008128512347955967,8.293188980723316e-06,0.0010170970821712722,0.0010253902711519955,0.0
0,2,CHECK,task0/episode2/replan0,video_d10_self_attn_q,9.648385912441881e-07,2.1100661342643434e-06,0.0002423853729851544,0.008683038712335321,4.0093526970424126e-06,0.002402519915508175,0.0024065292682052173,0.0
0,2,CHECK,task0/episode2/replan0,video_d20_self_attn_q,6.81473807162547e-07,6.513936341434601e-07,0.0004326215712353587,0.012867191708427723,2.831840342525662e-06,0.004288138050455082,0.004290969890797608,0.0
0,2,CHECK,task0/episode2/replan0,video_d29_self_attn_q,4.6758108851463476e-07,4.909400530550556e-08,9.720746311359107e-05,0.013375250380567043,1.9430167028297447e-06,0.0009635188096962142,0.000965461826399044,0.0
0,2,CHECK,task0/episode2/replan0,action_d00_self_attn_q,1.6700523985946347e-07,2.5809825388023455e-07,0.0001412884157616645,0.006910245415125137,6.939843772079098e-07,0.0014004485028013165,0.0014011424871785245,0.0
0,2,CHECK,task0/episode2/replan0,action_d10_self_attn_q,2.2483399675365945e-07,1.6883548425994377e-07,0.0001435323356417939,0.01074407552730936,9.342897345230329e-07,0.0014226902005342313,0.0014236244902687543,0.0
0,2,CHECK,task0/episode2/replan0,action_d20_self_attn_q,2.791157953652146e-07,1.1974147184901085e-07,5.6706845498410985e-05,0.009545112463606335,1.1598558319392908e-06,0.000562077339806812,0.0005632371956387514,0.0
0,2,CHECK,task0/episode2/replan0,action_d29_self_attn_q,3.6408377468433173e-07,1.3890010563955002e-07,9.265974949812517e-05,0.007228266001400541,1.5129372697433556e-06,0.0009184419455413226,0.000919954882811066,0.0
0,2,CHECK,task0/episode2/replan1,video_d00_self_attn_q,7.300650395336561e-07,2.586415916994156e-07,0.00020606345788110048,0.008099840597574976,3.0337594928661302e-06,0.002042497677647182,0.0020455314371400483,0.0
0,2,CHECK,task0/episode2/replan1,video_d10_self_attn_q,9.569039320922457e-07,1.4967683625854988e-07,0.00012244928802829236,0.00859611306764793,3.976380501112802e-06,0.0012137153719493936,0.0012176917524505063,0.0
0,2,CHECK,task0/episode2/replan1,video_d20_self_attn_q,1.4090711601966177e-06,1.633273654988443e-06,0.0003641864168457687,0.013028953494627613,5.855345451277855e-06,0.003609809901701911,0.0036156652471531887,0.0
0,2,CHECK,task0/episode2/replan1,video_d29_self_attn_q,6.194355250954686e-07,2.586415916994156e-07,0.00012927086208947003,0.013910538108155813,2.574042451994802e-06,0.0012813307042413183,0.001283904746693313,0.0
0,2,CHECK,task0/episode2/replan1,action_d00_self_attn_q,4.1711609810590744e-07,2.2631138563156128e-07,0.0002678266610018909,0.00688678643229776,1.7333112171271698e-06,0.0026546935528180987,0.0026564268640352257,0.0
0,2,CHECK,task0/episode2/replan1,action_d10_self_attn_q,5.194959840082447e-07,2.394829436980217e-07,9.514304110780358e-05,0.010777486080775523,2.158747217915766e-06,0.0009430562920045152,0.000945215039222431,0.0
0,2,CHECK,task0/episode2/replan1,action_d20_self_attn_q,3.8516813560818264e-07,4.909400530550556e-08,0.00015227873518597335,0.009730921950868455,1.6005525870644086e-06,0.001509384372030998,0.0015109849246180624,0.0
0,2,CHECK,task0/episode2/replan1,action_d29_self_attn_q,3.6175904938318126e-07,1.1974147184901085e-07,0.00012708676513284445,0.007227376169786566,1.5032769558414925e-06,0.0012596819703632426,0.001261185247319084,0.0
0,3,CHECK,task0/episode3/replan9,video_d00_self_attn_q,1.2044741879435605e-06,9.445889190828893e-07,5.225885979598388e-05,0.007669005361000686,5.005149957488886e-06,0.0005179889771207052,0.0005229941270781941,1.4955076066414108e-10
0,3,CHECK,task0/episode3/replan9,video_d10_self_attn_q,4.181408712611301e-06,5.295636128721526e-06,5.5460212024627253e-05,0.00880317589411022,1.737569625788509e-05,0.0005497207288809209,0.0005670964251388059,5.319778229040395e-10
0,3,CHECK,task0/episode3/replan9,video_d20_self_attn_q,1.0660888847269234e-06,1.1664820931400754e-06,3.2342650229111314e-05,0.01222830563401262,4.430094716417756e-06,0.0003205798284722163,0.00032500992318863406,3.385156321922267e-10
0,3,CHECK,task0/episode3/replan9,video_d29_self_attn_q,5.138175538377254e-07,1.1317317785142222e-06,3.206340261385776e-05,0.01289678923946266,2.135150701850027e-06,0.0003178119306046915,0.00031994708130654153,4.803866471281282e-10
0,3,CHECK,task0/episode3/replan9,action_d00_self_attn_q,8.293749829135777e-07,1.1974147184901085e-07,2.108305852743797e-05,0.006921110299734284,3.4464384559038417e-06,0.00020897493676359975,0.0002124213752195036,9.917805465775587e-11
0,3,CHECK,task0/episode3/replan9,action_d10_self_attn_q,5.235598337094416e-07,1.1974147184901085e-07,2.108305852743797e-05,0.010572763958867016,2.1756344018527785e-06,0.00020897493676359975,0.00021115057116545254,9.917805465775587e-11
0,3,CHECK,task0/episode3/replan9,action_d20_self_attn_q,3.3423512491026486e-07,1.319156268664301e-07,2.9181188438087702e-05,0.00998142054973008,1.3889022595761042e-06,0.0002892434700875972,0.0002906323723471733,7.516542943619697e-11
0,3,CHECK,task0/episode3/replan9,action_d29_self_attn_q,1.1610447927523637e-06,6.921699196027475e-07,3.199359343852848e-05,0.007853631804508963,4.824680639282814e-06,0.0003171199831825008,0.00032194466382178357,3.3403158017364376e-10
0,3,CHECK,task0/episode3/replan10,video_d00_self_attn_q,1.523256514701643e-06,2.2633234948443715e-06,5.111195787321776e-05,0.007737340314469181,6.32983865998866e-06,0.0005066209037231864,0.0005129507423831751,2.8950539188166147e-10
0,3,CHECK,task0/episode3/replan10,video_d10_self_attn_q,1.6289421864712494e-06,7.426543788824347e-07,3.116582956863567e-05,0.008597957392798243,6.769011737219948e-06,0.0003089152010281033,0.0003156842127653232,1.1509551645083604e-10
0,3,CHECK,task0/episode3/replan10,video_d20_self_attn_q,8.144762659867411e-07,6.521942168546957e-07,2.2499232727568597e-05,0.012631598203097916,3.3845273637945857e-06,0.00022301203264005383,0.0002263965600038484,3.3152183775975175e-10
0,3,CHECK,task0/episode3/replan10,video_d29_self_attn_q,6.34593675385986e-07,7.084476010277285e-07,1.6724829038139433e-05,0.013744907848094207,2.6370316102861277e-06,0.00016577623621727566,0.0001684132678275618,3.714866747550616e-10
0,3,CHECK,task0/episode3/replan10,action_d00_self_attn_q,6.552460831699136e-07,6.520584179270372e-07,2.547120675444603e-05,0.006907192858145661,2.7228519615866837e-06,0.00025247019135651806,0.00025519304331810477,4.274920417657313e-10
0,3,CHECK,task0/episode3/replan10,action_d10_self_attn_q,6.842890911684663e-07,8.647116089832707e-08,2.9141296181478538e-05,0.010613062939133477,2.8435391558033496e-06,0.00028884805868220707,0.0002916915978380104,1.3847012425571847e-10
0,3,CHECK,task0/episode3/replan10,action_d20_self_attn_q,5.569718268816359e-07,6.521942168546957e-07,2.2499232727568597e-05,0.009989448761283356,2.314476759687734e-06,0.00022301203264005383,0.00022532650939974155,3.3152183775975175e-10
0,3,CHECK,task0/episode3/replan10,action_d29_self_attn_q,1.4583725942429737e-06,6.708095270369085e-07,3.110598845523782e-05,0.008140238322924192,6.06021581960228e-06,0.00030832205687532745,0.0003143822726949297,4.4298339996196034e-10
0,3,CHECK,task0/episode3/replan0,video_d00_self_attn_q,1.046595002662798e-06,1.9924980279029114e-06,0.0001540439552627504,0.00816666353899042,4.349088577837787e-06,0.0015268812050184054,0.0015312302935962432,0.0
0,3,CHECK,task0/episode3/replan0,video_d10_self_attn_q,1.7072304672183236e-06,8.194130714400671e-06,0.0003224491374567151,0.00881274007062503,7.094335923470967e-06,0.00319611066021562,0.0032032049961390908,0.0
0,3,CHECK,task0/episode3/replan0,video_d20_self_attn_q,3.93980855051268e-07,4.789658873960434e-07,0.00025361505686305463,0.013007137219533059,1.6371735315291705e-06,0.0025138283613489595,0.0025154655348804886,0.0
0,3,CHECK,task0/episode3/replan0,video_d29_self_attn_q,5.044431077294576e-07,2.142174935215735e-06,0.0001906450925162062,0.013150945611942301,2.0961955220629134e-06,0.0018896710883298112,0.0018917672838518742,0.0
0,3,CHECK,task0/episode3/replan0,action_d00_self_attn_q,2.1890616608288838e-07,2.993536796225271e-08,0.00013066708925180137,0.006907297719863298,9.096568434849383e-07,0.0012951700854001804,0.0012960797422436653,0.0
0,3,CHECK,task0/episode3/replan0,action_d10_self_attn_q,2.8733762746924185e-07,1.9637602122202225e-07,0.0002738004841376096,0.010901079926172811,1.1940213649310873e-06,0.002713905991582573,0.002715100012947504,0.0
0,3,CHECK,task0/episode3/replan0,action_d20_self_attn_q,2.741218452229077e-07,2.993536796225271e-08,0.00011742286733351648,0.009469105211407033,1.1391036484614993e-06,0.00116389357092982,0.0011650326745782816,0.0
0,3,CHECK,task0/episode3/replan0,action_d29_self_attn_q,2.9761454811705335e-07,2.993536796225271e-08,0.00013066708925180137,0.0071818687187692005,1.2367267458005034e-06,0.0012951700854001804,0.0012964068121459808,0.0
0,3,CHECK,task0/episode3/replan1,video_d00_self_attn_q,7.332181439778651e-07,2.0846987354161683e-06,0.00025578917120583355,0.008095236626688037,3.0468621070465435e-06,0.002535378147719271,0.0025384250098263172,0.0
0,3,CHECK,task0/episode3/replan1,video_d10_self_attn_q,1.0267538073094329e-06,2.0547633994283387e-06,0.0003887500788550824,0.008822664958905598,4.2666391911481676e-06,0.0038532845241528385,0.0038575511633439866,0.0
0,3,CHECK,task0/episode3/replan1,video_d20_self_attn_q,7.114783215911302e-07,2.054763626802014e-06,0.0003555896400939673,0.013012082642962438,2.956523042761107e-06,0.0035245987889148144,0.0035275553119575756,0.0
